iter	Passed	Remaining
1150	56427	41621
1151	56468	41567
1152	56518	41518
1153	56561	41465
1154	56602	41410
1155	56650	41360
1156	56694	41308
1157	56744	41259
1158	56797	41213
1159	56844	41163
1160	56889	41111
1161	56938	41062
1162	56981	41008
1163	57021	40953
1164	57063	40899
1165	57119	40855
1166	57179	40814
1167	57230	40766
1168	57294	40728
1169	57349	40683
1170	57400	40636
1171	57450	40587
1172	57508	40545
1173	57564	40501
1174	57610	40449
1175	57657	40399
1176	57712	40354
1177	57761	40305
1178	57814	40259
1179	57870	40215
1180	57925	40170
1181	57972	40119
1182	58034	40079
1183	58081	40029
1184	58126	39977
1185	58170	39924
1186	58222	39877
1187	58270	39828
1188	58321	39780
1189	58379	39737
1190	58428	39688
1191	58470	39634
1192	58513	39581
1193	58553	39525
1194	58594	39471
1195	58649	39426
1196	58696	39376
1197	58745	39327
1198	58796	39279
1199	58840	39227
1200	58888	39177
1201	58929	39122
1202	58974	39070
1203	59018	39018
1204	59065	38968
1205	59112	38918
1206	59161	38869
1207	59209	38819
1208	59255	38768
1209	59304	38719
1210	59346	38666
1211	59392	38614
1212	59443	38567
1213	59500	38523
1214	59553	38476
1215	59610	38433
1216	59667	38389
1217	59720	38342
1218	59774	38296
1219	59819	38245
1220	59861	38192
1221	59912	38143
1222	59969	38100
1223	60021	38052
1224	60065	38000
1225	60116	37953
1226	60162	37901
1227	60207	37850
1228	60250	37797
1229	60290	37742
1230	60335	37691
1231	60385	37642
1232	60440	37597
1233	60492	37550
1234	60546	37504
1235	60602	37459
1236	60653	37412
1237	60710	37367
1238	60766	37323
1239	60830	37283
1240	60888	37239
1241	60940	37192
1242	60988	37142
1243	61037	37093
1244	61077	37039
1245	61122	36987
1246	61173	36939
1247	61424	37012
1248	61496	36976
1249	61616	36970
1250	61671	36924
1251	61774	36906
1252	61821	36855
1253	61870	36806
1254	61904	36748
1255	61950	36696
1256	61995	36644
1257	62042	36594
1258	62090	36544
1259	62132	36490
1260	62171	36435
1261	62215	36382
1262	62257	36328
1263	62301	36276
1264	62347	36225
1265	62393	36174
1266	62433	36119
1267	62477	36067
1268	62519	36013
1269	62563	35961
1270	62611	35911
1271	62659	35861
1272	62710	35813
1273	62755	35761
1274	62813	35717
1275	62861	35667
1276	62909	35617
1277	62956	35566
1278	63002	35515
1279	63056	35469
1280	63099	35416
1281	63149	35367
1282	63194	35316
1283	63245	35267
1284	63289	35215
1285	63341	35167
1286	63398	35122
1287	63443	35071
1288	63484	35017
1289	63530	34966
1290	63572	34913
1291	63616	34860
1292	63655	34806
1293	63697	34752
1294	63745	34703
1295	63794	34653
1296	63849	34607
1297	63893	34555
1298	63934	34501
1299	63979	34450
1300	64018	34395
1301	64061	34343
1302	64106	34291
1303	64149	34239
1304	64195	34188
1305	64240	34136
1306	64280	34083
1307	64324	34031
1308	64367	33978
1309	64414	33928
1310	64463	33878
1311	64508	33827
1312	64552	33775
1313	64594	33722
1314	64634	33668
1315	64675	33615
1316	64726	33567
1317	64773	33517
1318	64818	33466
1319	64859	33412
1320	64907	33362
1321	64956	33313
1322	65004	33263
1323	65050	33213
1324	65091	33159
1325	65134	33107
1326	65180	33057
1327	65220	33003
1328	65262	32950
1329	65306	32898
1330	65351	32847
1331	65402	32799
1332	65447	32748
1333	65494	32698
1334	65535	32645
1335	65580	32594
1336	65632	32546
1337	65672	32492
1338	65719	32442
1339	65758	32388
1340	65797	32334
1341	65839	32281
1342	65892	32234
1343	65934	32182
1344	65982	32132
1345	66030	32083
1346	66067	32028
1347	66105	31973
1348	66145	31920
1349	66186	31867
1350	66232	31817
1351	66267	31761
1352	66314	31711
1353	66363	31662
1354	66404	31609
1355	66444	31556
1356	66487	31504
1357	66524	31449
1358	66568	31398
1359	66613	31347
1360	66655	31295
1361	66698	31243
1362	66742	31192
1363	66795	31144
1364	66847	31097
1365	66893	31047
1366	66944	30999
1367	66992	30949
1368	67052	30905
1369	67101	30856
1370	67155	30810
1371	67209	30763
1372	67258	30714
1373	67309	30666
1374	67363	30619
1375	67415	30572
1376	67457	30519
1377	67504	30470
1378	67553	30421
1379	67599	30370
1380	67654	30324
1381	67697	30272
1382	67738	30220
1383	67788	30171
1384	67831	30120
1385	67885	30073
1386	67941	30027
1387	68008	29986
1388	68071	29943
1389	68129	29898
1390	68177	29849
1391	68227	29800
1392	68261	29744
1393	68334	29706
1394	68390	29660
1395	68446	29614
1396	68493	29564
1397	68542	29515
1398	68589	29465
1399	68634	29414
1400	68677	29363
1401	68722	29312
1402	68763	29260
1403	68809	29209
1404	68852	29158
1405	68896	29106
1406	68938	29055
1407	68988	29006
1408	69030	28954
1409	69080	28906
1410	69127	28856
1411	69174	28806
1412	69221	28756
1413	69260	28703
1414	69306	28653
1415	69347	28600
1416	69392	28550
1417	69437	28499
1418	69500	28456
1419	69553	28409
1420	69607	28362
1421	69656	28313
1422	69706	28264
1423	69754	28215
1424	69794	28162
1425	69838	28111
1426	69882	28060
1427	69920	28007
1428	69961	27955
1429	70007	27905
1430	70049	27853
1431	70088	27800
1432	70143	27753
1433	70197	27706
1434	70243	27656
1435	70297	27609
1436	70337	27557
1437	70383	27507
1438	70432	27458
1439	70479	27408
1440	70526	27358
1441	70573	27309
1442	70617	27258
1443	70657	27206
1444	70698	27154
1445	70744	27103
1446	70793	27055
1447	70837	27004
1448	70880	26953
1449	70924	26902
1450	70969	26852
1451	71014	26801
1452	71060	26751
1453	71100	26699
1454	71143	26648
1455	71193	26599
1456	71237	26548
1457	71282	26498
1458	71326	26448
1459	71369	26396
1460	71415	26346
1461	71463	26297
1462	71506	26246
1463	71548	26195
1464	71589	26143
1465	71632	26092
1466	71681	26043
1467	71724	25992
1468	71771	25943
1469	71811	25891
1470	71851	25839
1471	71894	25788
1472	71933	25735
1473	71976	25685
1474	72018	25633
1475	72062	25583
1476	72109	25533
1477	72156	25484
1478	72198	25432
1479	72243	25382
1480	72291	25333
1481	72340	25285
1482	72391	25236
1483	72429	25184
1484	72475	25134
1485	72522	25085
1486	72565	25034
1487	72611	24984
1488	72659	24935
1489	72709	24887
1490	72759	24838
1491	72806	24789
1492	72848	24738
1493	72894	24688
1494	72942	24639
1495	73037	24606
1496	73084	24556
1497	73138	24509
1498	73185	24460
1499	73236	24412
1500	73285	24363
1501	73335	24315
1502	73390	24268
1503	73433	24217
1504	73476	24166
1505	73518	24115
1506	73573	24068
1507	73615	24017
1508	73660	23967
1509	73710	23919
1510	73750	23867
1511	73791	23816
1512	73831	23764
1513	73877	23714
1514	73924	23665
1515	73970	23615
1516	74012	23564
1517	74055	23514
1518	74097	23463
1519	74141	23413
1520	74184	23362
1521	74227	23311
1522	74271	23261
1523	74313	23210
1524	74365	23163
1525	74407	23112
1526	74457	23063
1527	74509	23016
1528	74555	22966
1529	74603	22917
1530	74647	22867
1531	74688	22816
1532	74737	22767
1533	74781	22717
1534	74820	22665
1535	74864	22615
1536	74914	22567
1537	74965	22518
1538	75008	22468
1539	75059	22420
1540	75099	22368
1541	75142	22318
1542	75185	22268
1543	75232	22218
1544	75276	22168
1545	75346	22126
1546	75398	22078
1547	75435	22026
1548	75483	21977
1549	75528	21927
1550	75569	21876
1551	75613	21826
1552	75667	21779
1553	75716	21730
1554	75768	21682
1555	75819	21634
1556	75873	21587
1557	75917	21537
1558	75968	21489
1559	76019	21441
1560	76060	21390
1561	76099	21339
1562	76145	21289
1563	76179	21236
1564	76226	21187
1565	76271	21137
1566	76312	21086
1567	76353	21036
1568	76398	20986
1569	76442	20936
1570	76497	20889
1571	76541	20839
1572	76592	20791
1573	76637	20741
1574	76687	20693
1575	76727	20642
1576	76772	20592
1577	76821	20544
1578	76864	20493
1579	76908	20443
1580	76945	20392
1581	76994	20343
1582	77034	20292
1583	77076	20242
1584	77119	20192
1585	77158	20141
1586	77205	20091
1587	77255	20043
1588	77300	19994
1589	77355	19946
1590	77398	19896
1591	77440	19846
1592	77484	19796
1593	77529	19747
1594	77574	19697
1595	77625	19649
1596	77690	19604
1597	77736	19555
1598	77784	19506
1599	77827	19456
1600	77875	19408
1601	77921	19358
1602	77964	19308
1603	78005	19258
1604	78046	19207
1605	78086	19156
1606	78136	19108
1607	78182	19059
1608	78217	19007
1609	78252	18955
1610	78291	18904
1611	78335	18854
1612	78376	18804
1613	78416	18753
1614	78487	18710
1615	78533	18661
1616	78589	18614
1617	78649	18568
1618	78695	18519
1619	78748	18471
1620	78803	18424
1621	78852	18376
1622	78894	18325
1623	78945	18277
1624	78996	18229
1625	79061	18185
1626	79116	18138
1627	79162	18088
1628	79205	18038
1629	79248	17988
1630	79291	17939
1631	79336	17889
1632	79389	17841
1633	79438	17793
1634	79487	17744
1635	79552	17699
1636	79602	17651
1637	79661	17605
1638	79719	17558
1639	79774	17511
1640	79829	17464
1641	79872	17414
1642	79923	17366
1643	79967	17316
1644	80009	17266
1645	80052	17216
1646	80093	17166
1647	80140	17117
1648	80182	17067
1649	80227	17017
1650	80271	16968
1651	80315	16918
1652	80359	16869
1653	80401	16819
1654	80436	16767
1655	80478	16717
1656	80520	16667
1657	80566	16618
1658	80613	16569
1659	80658	16520
1660	80702	16470
1661	80763	16424
1662	80801	16374
1663	80847	16325
1664	80894	16276
