iter	Logloss
1514	0.2269865439
1515	0.2269728389
1516	0.2269597413
1517	0.2269466116
1518	0.2269363628
1519	0.2269247418
1520	0.2269150536
1521	0.2269050378
1522	0.226889928
1523	0.2268828099
1524	0.2268689687
1525	0.2268623895
1526	0.2268482101
1527	0.2268343434
1528	0.2268242261
1529	0.2268108993
1530	0.2268007604
1531	0.2267882238
1532	0.2267756738
1533	0.2267659769
1534	0.2267570898
1535	0.2267470539
1536	0.226731063
1537	0.2267149371
1538	0.2267050976
1539	0.2266898197
1540	0.226679667
1541	0.2266680205
1542	0.2266540964
1543	0.2266431635
1544	0.2266347307
1545	0.2266224602
1546	0.2266075534
1547	0.2266005667
1548	0.2265842655
1549	0.2265682383
1550	0.2265581178
1551	0.2265449446
1552	0.2265325129
1553	0.2265247366
1554	0.2265168195
1555	0.2265080118
1556	0.2264920972
1557	0.2264821158
1558	0.2264721479
1559	0.2264560592
1560	0.2264539329
1561	0.2264449569
1562	0.2264362743
1563	0.2264361776
1564	0.2264248702
1565	0.2264107719
1566	0.2264013065
1567	0.2263896514
1568	0.2263751132
1569	0.2263637973
1570	0.2263476002
1571	0.2263423923
1572	0.2263338256
1573	0.2263187493
1574	0.2263024842
1575	0.2262965296
1576	0.226288429
1577	0.2262708458
1578	0.2262621522
1579	0.2262503529
1580	0.2262441429
1581	0.2262320778
1582	0.2262257386
1583	0.2262163311
1584	0.2262026344
1585	0.2261974739
1586	0.2261862771
1587	0.2261721584
1588	0.2261602762
1589	0.2261476851
1590	0.2261418057
1591	0.2261297889
1592	0.2261140939
1593	0.2261009398
1594	0.226088148
1595	0.2260765052
1596	0.2260670602
1597	0.2260556924
1598	0.2260445552
1599	0.2260347152
1600	0.2260157086
1601	0.2260025799
1602	0.2259932067
1603	0.2259834882
1604	0.2259714226
1605	0.2259623075
1606	0.2259506189
1607	0.2259378836
1608	0.2259377025
1609	0.2259376356
1610	0.2259328942
1611	0.2259214302
1612	0.2259103797
1613	0.2259027705
1614	0.2258902684
1615	0.2258852446
1616	0.2258793645
1617	0.2258646717
1618	0.2258589138
1619	0.2258467303
1620	0.2258334474
1621	0.2258209635
1622	0.2258115006
1623	0.2257988989
1624	0.2257910445
1625	0.2257762883
1626	0.2257618573
1627	0.2257471568
1628	0.2257377492
1629	0.2257284902
1630	0.2257236172
1631	0.2257107534
1632	0.2256985425
1633	0.2256893103
1634	0.2256819788
1635	0.2256729612
1636	0.2256695325
1637	0.2256527136
1638	0.225640547
1639	0.2256292866
1640	0.2256150597
1641	0.2256070315
1642	0.2255970616
1643	0.225584553
1644	0.2255794894
1645	0.2255741354
1646	0.2255632813
1647	0.2255520278
1648	0.225536695
1649	0.2255282598
1650	0.2255209357
1651	0.2255102301
1652	0.225503529
1653	0.2254985171
1654	0.2254984725
1655	0.2254906666
1656	0.2254781981
1657	0.2254660352
1658	0.2254517163
1659	0.2254436381
1660	0.2254324819
1661	0.2254224762
1662	0.2254180722
1663	0.2254086788
1664	0.225398584
1665	0.2253881188
1666	0.2253795548
1667	0.2253717067
1668	0.2253618542
1669	0.2253492846
1670	0.2253402762
1671	0.2253333368
1672	0.2253201058
1673	0.2253122603
1674	0.2252916038
1675	0.2252914104
1676	0.2252796319
1677	0.2252708611
1678	0.2252585619
1679	0.2252462285
1680	0.2252416428
1681	0.2252313017
1682	0.2252212507
1683	0.2252139399
1684	0.2251947911
1685	0.2251868565
1686	0.2251768431
1687	0.2251709264
1688	0.2251518142
1689	0.2251399433
1690	0.2251287236
1691	0.2251144208
1692	0.2251031227
1693	0.2250893127
1694	0.2250809745
1695	0.2250729985
1696	0.2250641063
1697	0.2250526765
1698	0.2250430963
1699	0.2250308008
1700	0.2250188186
1701	0.2250114549
1702	0.2250044809
1703	0.224991433
1704	0.2249781489
1705	0.2249658094
1706	0.2249572947
1707	0.224947348
1708	0.2249338065
1709	0.2249248875
1710	0.2249103376
1711	0.2248966228
1712	0.2248889696
1713	0.2248769267
1714	0.22486608
1715	0.2248651894
1716	0.2248550861
1717	0.2248412899
1718	0.2248349562
1719	0.2248218027
1720	0.2248111653
1721	0.2247992392
1722	0.2247890574
1723	0.224773496
1724	0.2247598506
1725	0.2247483475
1726	0.2247392028
1727	0.2247260182
1728	0.224720054
1729	0.2247111802
1730	0.2247016933
1731	0.2246828524
1732	0.224670847
1733	0.2246573817
1734	0.2246423301
1735	0.2246373836
1736	0.2246265152
1737	0.224617002
1738	0.2246122956
1739	0.2246032204
1740	0.2245921177
1741	0.224582117
1742	0.2245755922
1743	0.2245638961
1744	0.2245544038
1745	0.2245390635
1746	0.2245283332
1747	0.2245185682
1748	0.2245100655
1749	0.2245011316
1750	0.2244849015
1751	0.2244766082
1752	0.2244674012
1753	0.2244540718
1754	0.2244382793
1755	0.224426261
1756	0.2244193232
1757	0.2244066314
1758	0.2243943841
1759	0.2243874837
1760	0.2243783458
1761	0.2243657794
1762	0.2243485249
1763	0.2243337122
1764	0.2243336429
1765	0.2243210613
1766	0.2243158563
1767	0.2243071976
1768	0.2242989291
1769	0.2242873989
1770	0.2242787129
1771	0.2242654339
1772	0.2242557831
1773	0.2242441705
1774	0.2242305731
1775	0.2242150664
1776	0.2242007169
1777	0.224195705
1778	0.224184598
1779	0.2241769807
1780	0.2241627519
1781	0.2241571524
1782	0.2241459132
1783	0.2241318389
1784	0.2241189543
1785	0.2241056735
1786	0.2240964092
1787	0.2240830517
1788	0.2240706793
1789	0.2240576704
1790	0.2240513218
1791	0.2240403294
1792	0.2240224884
1793	0.2240057085
1794	0.2239940055
1795	0.2239827665
1796	0.2239604018
1797	0.2239470088
1798	0.2239360276
1799	0.2239318644
1800	0.2239229421
1801	0.2239124049
1802	0.2239009393
1803	0.2238856612
1804	0.2238655746
1805	0.2238559945
1806	0.2238529107
1807	0.2238450679
1808	0.2238319237
1809	0.2238184501
1810	0.223810269
1811	0.223800876
1812	0.2237905772
1813	0.2237800723
1814	0.2237665034
1815	0.2237512773
1816	0.223740574
1817	0.223731954
1818	0.2237242056
1819	0.2237191768
1820	0.2237122784
1821	0.2237064927
1822	0.2237002187
1823	0.2236909598
1824	0.223678434
1825	0.2236783299
1826	0.2236734847
1827	0.2236631253
1828	0.2236571877
1829	0.2236497323
1830	0.2236418903
1831	0.2236356709
1832	0.2236269666
1833	0.2236164337
1834	0.2235944008
1835	0.2235842627
1836	0.2235743608
1837	0.2235583084
1838	0.2235491977
1839	0.2235388742
1840	0.2235299799
1841	0.2235222218
1842	0.2235103997
1843	0.2234959224
1844	0.2234902862
1845	0.2234757941
1846	0.2234699608
1847	0.2234600915
1848	0.2234476811
1849	0.2234349699
1850	0.2234245212
1851	0.223415759
1852	0.223404273
1853	0.2234041317
1854	0.223397023
1855	0.2233872579
1856	0.2233746455
1857	0.2233618336
1858	0.2233504033
1859	0.2233337797
1860	0.223322089
1861	0.2233045489
1862	0.2232982319
1863	0.2232844871
1864	0.2232760589
1865	0.2232677074
1866	0.2232558312
1867	0.2232471927
1868	0.2232351111
1869	0.2232257203
1870	0.2232143801
1871	0.2232029202
1872	0.2231924601
1873	0.2231816406
1874	0.2231761055
1875	0.2231703721
1876	0.2231604162
1877	0.2231470658
1878	0.2231358533
1879	0.2231287277
1880	0.2231217386
1881	0.2231164322
1882	0.2231130431
1883	0.2231001322
1884	0.2230937862
1885	0.2230930891
1886	0.2230850504
1887	0.223072628
1888	0.2230587074
1889	0.2230487711
1890	0.2230462504
1891	0.2230287443
1892	0.2230195668
1893	0.2230094348
1894	0.2230000826
1895	0.2229900395
1896	0.2229825346
1897	0.222969729
1898	0.2229556532
1899	0.2229499986
1900	0.2229454285
1901	0.22292827
1902	0.2229190627
1903	0.2229102037
1904	0.2228990946
1905	0.2228858248
1906	0.2228725023
1907	0.2228636002
1908	0.2228579035
1909	0.2228573106
1910	0.2228476947
1911	0.2228417029
1912	0.2228315513
1913	0.222821912
1914	0.2228123221
1915	0.2227999192
1916	0.2227903076
1917	0.2227755554
1918	0.2227628056
1919	0.2227523911
1920	0.2227359657
1921	0.2227245634
1922	0.2227158182
1923	0.2227062757
1924	0.2226930156
1925	0.2226801
1926	0.2226683044
1927	0.2226628041
1928	0.2226528828
1929	0.2226439584
1930	0.2226331523
1931	0.2226271085
1932	0.2226132993
1933	0.2226028804
1934	0.2225959486
1935	0.2225852157
1936	0.2225776857
1937	0.2225632643
1938	0.222553918
1939	0.2225475271
1940	0.2225376877
1941	0.2225281021
1942	0.2225188106
1943	0.2225053093
1944	0.2224878118
1945	0.2224788728
1946	0.2224669418
1947	0.222453669
1948	0.2224406168
1949	0.2224240189
1950	0.222416769
1951	0.2224110428
1952	0.2223996225
1953	0.2223869604
1954	0.2223809192
1955	0.2223677803
1956	0.2223567801
1957	0.2223439602
1958	0.2223373929
1959	0.2223289874
1960	0.2223134148
1961	0.2223026398
1962	0.2222914776
1963	0.2222792766
1964	0.2222647527
1965	0.2222541815
1966	0.2222432889
1967	0.2222335586
1968	0.2222206435
1969	0.2222066405
1970	0.2221934636
1971	0.2221828712
1972	0.222172498
1973	0.2221581251
1974	0.2221497794
1975	0.2221374911
1976	0.2221248027
1977	0.2221151964
1978	0.2221075036
1979	0.2220957314
1980	0.2220865025
1981	0.2220763645
1982	0.2220675541
1983	0.2220564317
1984	0.222053864
1985	0.2220463884
1986	0.2220344789
1987	0.2220262223
1988	0.2220112317
1989	0.2220003655
1990	0.2219902933
1991	0.2219773425
1992	0.2219671765
1993	0.2219511701
1994	0.2219365388
1995	0.2219281629
1996	0.22191749
1997	0.2219105309
1998	0.2219000114
1999	0.2218853403
