iter	Logloss
211	0.2447538187
212	0.2447276422
213	0.2447028708
214	0.2446784213
215	0.2446596415
216	0.244625949
217	0.2446044656
218	0.2445803414
219	0.2445478241
220	0.2445241583
221	0.2445021013
222	0.2444710237
223	0.2444459161
224	0.2444188625
225	0.2443931049
226	0.2443746738
227	0.2443420065
228	0.2443204268
229	0.2442941621
230	0.2442658708
231	0.2442485609
232	0.2442217642
233	0.2441902783
234	0.2441611195
235	0.2441351867
236	0.24411682
237	0.2440917688
238	0.2440618995
239	0.2440400535
240	0.2440104399
241	0.2439836208
242	0.243957807
243	0.2439375741
244	0.2439164823
245	0.243894224
246	0.2438726729
247	0.2438455285
248	0.2438294818
249	0.2438087722
250	0.2437912726
251	0.2437684466
252	0.2437475596
253	0.2437271937
254	0.2437093201
255	0.2436927997
256	0.243676291
257	0.243658059
258	0.2436354564
259	0.243611317
260	0.2435907174
261	0.2435678227
262	0.2435483925
263	0.2435258425
264	0.243506325
265	0.2434844922
266	0.2434658352
267	0.2434555411
268	0.24343786
269	0.2434177024
270	0.243404339
271	0.2433816028
272	0.2433657633
273	0.2433472683
274	0.2433306403
275	0.2433152417
276	0.243301344
277	0.2432856624
278	0.2432654101
279	0.2432410386
280	0.2432163474
281	0.2431904681
282	0.2431722471
283	0.2431565209
284	0.2431401593
285	0.2431218024
286	0.2430948307
287	0.2430770536
288	0.243056289
289	0.2430218786
290	0.2430102801
291	0.2429853072
292	0.2429716255
293	0.2429590627
294	0.2429467973
295	0.2429324108
296	0.2429184704
297	0.2428998761
298	0.2428837776
299	0.2428673875
300	0.2428544115
301	0.242841438
302	0.2428175357
303	0.2427977355
304	0.2427818062
305	0.2427676952
306	0.242749667
307	0.2427309453
308	0.2427125746
309	0.2426979065
310	0.242674607
311	0.2426579609
312	0.2426348702
313	0.2426223481
314	0.2426009727
315	0.2425857335
316	0.2425681165
317	0.2425511108
318	0.2425316711
319	0.2425138665
320	0.242489088
321	0.2424709075
322	0.2424596135
323	0.2424427292
324	0.2424251678
325	0.2424081049
326	0.2423931369
327	0.2423579986
328	0.242343449
329	0.2423250097
330	0.2423027235
331	0.2422871498
332	0.2422741072
333	0.2422626775
334	0.2422441528
335	0.2422230133
336	0.2422050849
337	0.2421924522
338	0.2421770124
339	0.2421578388
340	0.2421397365
341	0.242122356
342	0.2421090982
343	0.2420886933
344	0.2420697276
345	0.2420504732
346	0.2420340966
347	0.2420207152
348	0.242005483
349	0.2419796595
350	0.241963568
351	0.2419483139
352	0.2419333651
353	0.2419170941
354	0.2418988108
355	0.2418735725
356	0.2418545417
357	0.2418350135
358	0.2418160359
359	0.2417979218
360	0.2417804862
361	0.241761973
362	0.2417432814
363	0.2417371291
364	0.2417172028
365	0.2417047987
366	0.2416831321
367	0.2416633201
368	0.241640988
369	0.2416315281
370	0.2416086044
371	0.2415939847
372	0.2415897916
373	0.2415810313
374	0.241570224
375	0.2415482785
376	0.241535505
377	0.2415154792
378	0.2415016562
379	0.2414859725
380	0.2414683309
381	0.2414463283
382	0.2414325087
383	0.2414120705
384	0.2413939518
385	0.2413776623
386	0.2413603471
387	0.2413380862
388	0.2413194958
389	0.2413000645
390	0.2412840261
391	0.2412651227
392	0.2412496478
393	0.2412427335
394	0.241210204
395	0.2411894908
396	0.2411729791
397	0.2411560784
398	0.2411362342
399	0.241120742
400	0.2410979429
401	0.2410801871
402	0.2410615079
403	0.2410392699
404	0.2410185073
405	0.2409988303
406	0.2409778631
407	0.2409673971
408	0.2409557172
409	0.2409329157
410	0.2409217455
411	0.2409082097
412	0.2408998341
413	0.2408771858
414	0.2408647698
415	0.2408538538
416	0.2408177432
417	0.2407936165
418	0.2407801993
419	0.2407665024
420	0.2407475474
421	0.2407342911
422	0.2407144864
423	0.2406920126
424	0.2406792702
425	0.240678769
426	0.2406719097
427	0.2406580073
428	0.2406395168
429	0.240632872
430	0.2406210414
431	0.2406069799
432	0.2405933811
433	0.2405868075
434	0.2405677054
435	0.24054573
436	0.2405224625
437	0.2405022989
438	0.2404889105
439	0.24047366
440	0.2404583889
441	0.240439709
442	0.2404238828
443	0.2404116146
444	0.240409662
445	0.2403911775
446	0.2403774654
447	0.2403509627
448	0.2403482905
449	0.2403451769
450	0.2403415423
451	0.2403226198
452	0.2403092211
453	0.2403067158
454	0.2403034459
455	0.2402852768
456	0.2402843788
457	0.2402674186
458	0.2402477927
459	0.2402382754
460	0.2402236849
461	0.2402120818
462	0.2401819516
463	0.2401779667
464	0.2401766244
465	0.2401749548
466	0.2401740566
467	0.240173104
468	0.240170221
469	0.2401591266
470	0.2401428625
471	0.2401257697
472	0.2401103323
473	0.2401088267
474	0.2400918258
475	0.2400878318
476	0.2400662173
477	0.2400651754
478	0.2400641186
479	0.2400578978
480	0.2400277172
481	0.2400148089
482	0.2399922462
483	0.2399685982
484	0.2399546951
485	0.2399399757
486	0.2399267112
487	0.2399044933
488	0.239889867
489	0.2398888549
490	0.2398725372
491	0.2398583808
492	0.2398573563
493	0.2398381512
494	0.2398230111
495	0.239796804
496	0.2397737501
497	0.2397731969
498	0.2397528152
499	0.2397336601
500	0.2397212214
501	0.2397191001
502	0.2397030077
503	0.2396874691
504	0.2396696035
505	0.2396669139
506	0.2396582132
507	0.2396450576
508	0.2396207911
509	0.2396055553
510	0.2395870253
511	0.2395675972
512	0.2395464809
513	0.2395191046
514	0.2395172561
515	0.2395159536
516	0.2394946364
517	0.2394746657
518	0.2394741027
519	0.2394710428
520	0.2394511869
521	0.2394463594
522	0.2394291354
523	0.2394164845
524	0.2393875311
525	0.2393678726
526	0.2393512098
527	0.2393368816
528	0.2393186288
529	0.2393027358
530	0.2392906169
531	0.2392695851
532	0.2392539319
533	0.2392302187
534	0.2392171195
535	0.2392049246
536	0.2391841475
537	0.2391674839
538	0.2391527785
539	0.2391403673
540	0.239120523
541	0.2390994156
542	0.2390870208
543	0.2390653189
544	0.2390494471
545	0.2390349072
546	0.2390164165
547	0.2389995563
548	0.23898634
549	0.2389638228
550	0.2389464953
551	0.2389306038
552	0.238927577
553	0.2389152914
554	0.2389150211
555	0.2389017774
556	0.2388852558
557	0.2388772047
558	0.2388622476
559	0.2388455262
560	0.2388239268
561	0.2388095967
562	0.238783159
563	0.2387651877
564	0.2387462215
565	0.2387269778
566	0.2387062946
567	0.2386903105
568	0.2386750912
569	0.238657865
570	0.2386576443
571	0.238645293
572	0.2386340552
573	0.2386143092
574	0.2386138404
575	0.2386010528
576	0.2385836745
577	0.2385706807
578	0.2385605668
579	0.2385396643
580	0.2385280535
581	0.2385116073
582	0.2384943743
583	0.2384699171
584	0.2384582087
585	0.2384408117
586	0.238423283
587	0.2384062365
588	0.2383900599
589	0.2383881121
590	0.2383718939
591	0.2383716235
592	0.2383469473
593	0.2383340082
594	0.238322533
595	0.2383007189
596	0.238285133
597	0.2382636219
598	0.238246536
599	0.2382317522
600	0.2382181896
601	0.2381983055
602	0.2381851671
603	0.2381684617
604	0.2381495932
605	0.2381236778
606	0.2381086477
607	0.2380887062
608	0.2380704857
609	0.238070069
610	0.2380559984
611	0.2380408042
612	0.2380167364
613	0.2380063261
614	0.2380043485
615	0.2379859683
616	0.2379742696
617	0.237963289
618	0.2379418473
619	0.237928015
620	0.2379161279
621	0.2379144261
622	0.2378980147
623	0.2378970597
624	0.2378754039
625	0.2378554217
626	0.2378448887
627	0.2378346971
628	0.2378198329
629	0.2378037059
630	0.2377908013
631	0.2377749788
632	0.2377608607
633	0.2377479882
634	0.2377304634
635	0.2377131912
636	0.2377035226
637	0.2376876092
638	0.2376742635
639	0.2376615832
640	0.2376482725
641	0.237628933
642	0.2376103241
643	0.2375854309
644	0.237577874
645	0.2375619773
646	0.2375503158
647	0.2375470037
648	0.2375339106
649	0.2375336602
650	0.2375333973
651	0.2375125529
652	0.2375006932
653	0.2375003807
654	0.2374990559
655	0.2374720992
656	0.2374615541
657	0.2374461858
658	0.2374273088
659	0.2374123831
660	0.2374113462
661	0.23739981
662	0.2373840626
663	0.2373636202
664	0.2373475711
665	0.237332477
666	0.2373103906
667	0.2372892277
668	0.2372739406
669	0.2372572912
670	0.2372408995
671	0.2372309849
672	0.2372307246
673	0.23721728
674	0.2371949254
675	0.2371714417
676	0.237157276
677	0.237140008
678	0.2371196306
679	0.2371055367
680	0.2370990695
681	0.2370856679
682	0.2370752743
683	0.2370609026
684	0.2370472598
685	0.2370285435
686	0.2370110481
687	0.236994056
688	0.2369795911
689	0.2369783035
690	0.2369657242
691	0.2369651611
692	0.2369413503
693	0.2369295794
694	0.2369102024
695	0.2368908518
696	0.236878625
697	0.2368653595
698	0.2368438818
699	0.2368293325
700	0.2368164206
701	0.2368068145
702	0.2367922216
703	0.2367760933
704	0.2367640013
705	0.2367446584
706	0.2367344862
707	0.236721124
708	0.2367096068
709	0.2366909762
710	0.2366764521
711	0.2366669268
712	0.2366536862
713	0.2366374079
714	0.2366215376
715	0.2366027322
716	0.2365925567
717	0.2365727584
718	0.236558215
719	0.2365389898
720	0.2365194268
721	0.2365191689
722	0.2365025661
723	0.2364877886
724	0.2364771015
725	0.2364565214
726	0.2364343335
727	0.2364223462
728	0.2364126366
729	0.236403524
730	0.2363873503
731	0.236367818
732	0.2363577923
733	0.2363382542
734	0.2363251366
735	0.2363080125
736	0.2362950924
737	0.2362774047
738	0.2362593407
739	0.2362572368
740	0.2362380592
741	0.2362228208
742	0.2362121988
743	0.2361942644
744	0.2361869238
745	0.2361726032
746	0.2361503512
747	0.2361366059
748	0.2361341796
749	0.2361277585
750	0.2361137607
751	0.2361018269
752	0.2360822554
753	0.2360694185
754	0.2360592223
755	0.236041304
756	0.2360294979
757	0.236017396
758	0.2360003139
759	0.2359821968
760	0.2359722803
761	0.2359577855
762	0.2359426837
763	0.2359263164
764	0.2359141849
765	0.2358939918
766	0.2358746007
767	0.2358508348
768	0.2358340123
769	0.2358191346
770	0.2358064227
771	0.2357957689
772	0.2357945186
773	0.235782648
774	0.2357652118
775	0.235762262
776	0.2357465134
777	0.2357313002
778	0.2357310298
779	0.2357096953
780	0.2356996081
781	0.2356959413
782	0.2356850349
783	0.2356667634
784	0.2356627401
785	0.2356489354
786	0.2356329788
787	0.235612261
788	0.2355976829
789	0.2355783368
790	0.2355599058
791	0.235551612
792	0.2355377059
793	0.2355289709
794	0.2355105015
795	0.2354943924
796	0.2354828149
797	0.2354699281
798	0.2354608053
799	0.2354431726
800	0.2354308131
801	0.2354184776
802	0.2354044361
803	0.2353887149
804	0.235372418
805	0.2353657561
806	0.2353573616
807	0.2353491162
808	0.235334383
809	0.2353220463
810	0.2353101322
811	0.2352978081
812	0.2352810171
813	0.2352670038
814	0.2352493407
815	0.2352366999
816	0.2352253495
817	0.2352092335
818	0.2352055553
819	0.2351902072
820	0.2351739827
821	0.2351598003
822	0.2351464428
823	0.2351288502
824	0.2351184921
825	0.2351047777
826	0.2350856572
827	0.2350709433
828	0.2350482043
829	0.235035441
830	0.2350230487
831	0.2350098104
832	0.234998778
833	0.2349845224
834	0.2349667866
835	0.2349630979
836	0.2349497697
837	0.2349284861
838	0.2349145009
839	0.2349023489
840	0.2348906036
841	0.234884183
842	0.2348728486
843	0.2348621176
844	0.2348468541
845	0.234832202
846	0.2348241861
847	0.2348131826
848	0.234797312
849	0.2347941046
850	0.2347930726
851	0.2347921869
852	0.2347807616
853	0.2347643769
854	0.2347448495
855	0.2347287304
856	0.2347153745
857	0.2346984825
858	0.2346902849
859	0.2346799268
860	0.2346675738
861	0.2346662785
862	0.2346474957
863	0.2346393824
864	0.2346215178
865	0.2346065765
866	0.2345940666
867	0.2345805003
868	0.2345800736
869	0.234566484
870	0.2345632191
871	0.2345500287
872	0.2345340685
873	0.2345196485
874	0.2345064357
875	0.23448552
876	0.2344641012
877	0.2344494201
878	0.2344360487
879	0.2344315754
880	0.2344272396
881	0.2344130243
882	0.23440239
883	0.234392661
884	0.2343854279
885	0.2343730464
886	0.2343614598
887	0.2343485029
888	0.2343339519
889	0.2343195417
890	0.2343094468
891	0.2342922358
892	0.2342781752
893	0.2342694038
894	0.2342575099
895	0.2342513131
896	0.2342403488
897	0.2342301695
898	0.234210823
899	0.234197461
900	0.2341789018
901	0.2341645494
902	0.2341481165
903	0.2341355374
904	0.2341223463
905	0.234111842
906	0.2341116139
907	0.234104749
908	0.2340915447
909	0.2340776872
910	0.2340601739
911	0.2340479002
912	0.2340290687
913	0.2340139889
914	0.233999712
915	0.2339854274
916	0.2339696701
917	0.2339588637
918	0.2339424527
919	0.2339305113
920	0.2339152386
921	0.2339060743
922	0.2338916574
923	0.2338760329
924	0.2338671088
925	0.2338529966
926	0.2338399798
927	0.2338180385
928	0.2338012606
929	0.2337843407
930	0.2337840084
931	0.2337669628
932	0.2337528881
933	0.2337441221
934	0.2337331524
935	0.2337232431
936	0.2337115071
937	0.2336904986
938	0.2336789699
939	0.2336639653
940	0.233651149
941	0.233639687
942	0.2336282468
943	0.2336166426
944	0.2336049054
945	0.2335950072
946	0.2335824883
947	0.2335675412
948	0.233548653
949	0.233532829
950	0.2335291648
951	0.2335165195
952	0.2335072408
953	0.2334956171
954	0.2334767516
955	0.2334711502
956	0.2334709915
957	0.2334682259
958	0.2334530848
959	0.2334379867
960	0.2334285434
961	0.2334197717
962	0.2334021199
963	0.2333946986
964	0.2333766772
965	0.2333642641
966	0.2333615673
967	0.2333498766
968	0.2333368708
969	0.2333236577
970	0.2333174723
971	0.2333078599
972	0.2332955075
973	0.2332792438
974	0.2332674937
975	0.2332530908
976	0.2332396763
977	0.2332260783
978	0.2332151959
979	0.2332045119
980	0.23318917
981	0.2331792992
982	0.2331623387
983	0.2331492113
984	0.2331369351
985	0.2331258668
986	0.2331138243
987	0.2331026436
988	0.2330875925
989	0.2330776947
990	0.2330647383
991	0.2330531499
992	0.2330392037
993	0.2330269101
994	0.2330201526
995	0.233019974
996	0.233003977
997	0.232993142
998	0.2329803269
999	0.2329646377
1000	0.232955468
1001	0.232943014
1002	0.2329328692
1003	0.232922658
1004	0.2329085442
1005	0.2329023541
1006	0.2328863215
1007	0.2328765448
1008	0.2328654387
1009	0.232865146
1010	0.2328546273
1011	0.2328489284
1012	0.2328307826
1013	0.2328306338
1014	0.2328116369
1015	0.2328017501
1016	0.2328010356
1017	0.2327849195
1018	0.2327682993
1019	0.2327592288
1020	0.2327471183
1021	0.2327415834
1022	0.2327232809
1023	0.232707969
1024	0.2326960957
1025	0.2326847577
1026	0.232677615
1027	0.2326703063
1028	0.2326584296
1029	0.2326424821
1030	0.2326321742
1031	0.2326194013
1032	0.2326063586
1033	0.2325957
1034	0.2325818907
1035	0.2325774369
1036	0.2325641363
1037	0.2325536157
1038	0.2325377909
1039	0.2325290031
1040	0.2325088926
1041	0.2324934007
1042	0.2324776861
1043	0.2324609192
1044	0.2324434768
1045	0.2324245798
1046	0.232414172
1047	0.2324067335
1048	0.2323970296
1049	0.2323844999
1050	0.2323737485
1051	0.2323625548
1052	0.2323501203
1053	0.2323327307
1054	0.2323184556
1055	0.2323065894
1056	0.2322926543
1057	0.232283177
1058	0.2322745187
1059	0.2322697814
1060	0.2322661077
1061	0.2322578281
1062	0.2322504098
1063	0.2322501543
1064	0.2322403011
1065	0.2322301839
1066	0.2322147944
1067	0.2322012812
1068	0.2321850097
1069	0.2321756017
1070	0.2321609504
1071	0.2321467316
1072	0.232130776
1073	0.2321163041
1074	0.2321009306
1075	0.2320904105
1076	0.2320781797
1077	0.2320670625
1078	0.2320496215
1079	0.2320327826
1080	0.2320199603
1081	0.232006405
1082	0.2319926235
1083	0.2319847336
1084	0.2319743082
1085	0.2319543838
1086	0.231943989
1087	0.2319373904
1088	0.2319258855
1089	0.2319123362
1090	0.2319081091
1091	0.2318965483
1092	0.2318804068
1093	0.2318685715
1094	0.2318664057
1095	0.2318576998
1096	0.2318481005
1097	0.2318351167
1098	0.2318200789
1099	0.2318135188
1100	0.2317954312
1101	0.2317851835
1102	0.2317764282
1103	0.2317608117
1104	0.2317453255
1105	0.2317269071
1106	0.2317174566
1107	0.231702154
1108	0.2316953778
1109	0.2316827021
1110	0.2316772635
1111	0.2316609935
1112	0.2316457131
1113	0.2316322448
1114	0.2316220154
1115	0.2316102102
1116	0.2315941867
1117	0.2315870119
1118	0.2315699117
1119	0.2315563751
1120	0.2315460455
1121	0.2315347174
1122	0.2315249
1123	0.2315094026
1124	0.2314986026
1125	0.23148942
1126	0.2314743252
1127	0.2314575237
1128	0.2314546358
1129	0.2314422056
1130	0.2314293591
1131	0.2314191614
1132	0.2314026401
1133	0.2313871121
1134	0.2313699249
1135	0.2313516805
1136	0.2313449766
1137	0.2313413896
1138	0.2313249325
1139	0.2313246994
1140	0.2313133958
1141	0.2313061566
1142	0.2312964263
1143	0.2312770261
1144	0.2312702155
1145	0.2312638394
1146	0.2312524052
1147	0.2312406869
1148	0.2312406299
1149	0.2312291815
1150	0.2312220729
1151	0.2312133047
1152	0.2311954665
1153	0.2311830671
1154	0.2311760521
1155	0.2311707681
1156	0.2311675426
1157	0.2311544721
1158	0.2311428635
1159	0.2311327944
1160	0.2311212827
1161	0.231106419
1162	0.2310926619
1163	0.2310805768
1164	0.2310804429
1165	0.2310675161
1166	0.2310476766
1167	0.2310389682
1168	0.2310272475
1169	0.2310136475
1170	0.2310036535
1171	0.2309920456
1172	0.2309761566
1173	0.2309605313
1174	0.2309506914
1175	0.2309359566
1176	0.2309268024
1177	0.230916187
1178	0.2309125827
1179	0.2309008295
1180	0.2308873265
1181	0.2308817039
1182	0.2308653314
1183	0.2308469347
1184	0.2308378118
1185	0.2308240456
1186	0.2308130572
1187	0.2308016098
1188	0.2307971712
1189	0.2307788377
1190	0.2307656094
1191	0.2307556833
1192	0.2307395301
1193	0.2307359574
1194	0.230728864
1195	0.2307141115
1196	0.2307017522
1197	0.2306895874
1198	0.2306754904
1199	0.2306667999
1200	0.2306574413
1201	0.2306468729
1202	0.2306353439
1203	0.2306274647
1204	0.2306114514
1205	0.2306057623
1206	0.2305909859
1207	0.2305798766
1208	0.2305692108
1209	0.2305543299
1210	0.2305428895
1211	0.2305333306
1212	0.2305199405
1213	0.2305076695
1214	0.2304963605
1215	0.2304800587
1216	0.2304662171
1217	0.2304525142
1218	0.2304359363
1219	0.2304273506
1220	0.2304121229
1221	0.2303942586
1222	0.2303777784
1223	0.2303613615
1224	0.230354112
1225	0.230347028
1226	0.2303336526
1227	0.2303256119
1228	0.2303194517
1229	0.2303061086
1230	0.2302972535
1231	0.2302891585
1232	0.2302744966
1233	0.2302665146
1234	0.2302533255
1235	0.2302376329
1236	0.2302294333
1237	0.2302211287
1238	0.2302050125
1239	0.2301923104
1240	0.2301746076
1241	0.2301637381
1242	0.230148971
1243	0.2301352873
1244	0.2301251699
1245	0.2301151014
1246	0.2300989547
1247	0.2300855117
1248	0.2300753842
1249	0.2300652801
1250	0.2300536301
1251	0.2300338515
1252	0.2300219991
1253	0.2300116037
1254	0.2300113805
1255	0.2299959882
1256	0.229982238
1257	0.2299716565
1258	0.2299586008
1259	0.2299447842
1260	0.2299384919
1261	0.2299236411
1262	0.229919411
1263	0.2299092117
1264	0.2298937057
1265	0.2298821288
1266	0.2298704533
1267	0.2298589039
1268	0.2298480006
1269	0.2298335812
1270	0.2298179711
1271	0.2298000197
1272	0.2297859869
1273	0.2297750813
1274	0.2297584905
1275	0.2297454807
1276	0.2297345411
1277	0.2297203256
1278	0.2297090964
1279	0.2297013086
1280	0.2296895647
1281	0.22967688
1282	0.2296625623
1283	0.2296439741
1284	0.229631941
1285	0.2296174427
1286	0.2296004713
1287	0.2295860954
1288	0.229576608
1289	0.2295693096
1290	0.2295583729
1291	0.2295393478
1292	0.2295316664
1293	0.2295220271
1294	0.2295033114
1295	0.2294929065
1296	0.2294780043
1297	0.2294659644
1298	0.2294543954
1299	0.2294390549
1300	0.2294329763
1301	0.2294187258
1302	0.2294048138
1303	0.2293910069
1304	0.2293771441
1305	0.2293625072
1306	0.2293557388
1307	0.2293372952
1308	0.229325846
1309	0.2293151473
1310	0.2292953159
1311	0.2292802561
1312	0.2292679326
1313	0.2292594424
1314	0.2292499694
1315	0.2292377251
1316	0.2292292949
1317	0.2292151978
1318	0.2292024259
1319	0.2291909369
1320	0.2291744743
1321	0.229161886
1322	0.2291430526
1323	0.2291284832
1324	0.229116857
1325	0.2291044538
1326	0.2290975663
1327	0.2290910043
1328	0.2290796226
1329	0.2290679572
1330	0.2290554278
1331	0.2290402775
1332	0.2290255929
1333	0.2290115647
1334	0.229003888
1335	0.228988183
1336	0.2289727904
1337	0.2289584075
1338	0.2289491653
1339	0.2289413627
1340	0.2289369268
1341	0.2289272504
1342	0.2289166558
1343	0.2289069777
1344	0.2288968271
1345	0.2288787925
1346	0.2288738033
1347	0.2288665708
1348	0.2288618243
1349	0.2288525145
1350	0.2288394946
1351	0.2288375547
1352	0.2288295758
1353	0.228813808
1354	0.2288048539
1355	0.2287948454
1356	0.2287836342
1357	0.2287834978
1358	0.2287690421
1359	0.2287568713
1360	0.2287425696
1361	0.2287312639
1362	0.2287208397
1363	0.228709791
1364	0.2286937461
1365	0.2286843034
1366	0.2286790212
1367	0.2286642583
1368	0.2286483754
1369	0.2286370158
1370	0.2286221442
1371	0.2286081109
1372	0.2285980576
1373	0.2285885431
1374	0.2285738503
1375	0.2285580585
1376	0.2285512655
1377	0.2285362449
1378	0.2285265959
1379	0.2285156961
1380	0.2285037171
1381	0.2284940707
1382	0.2284927679
1383	0.228480416
1384	0.2284726061
1385	0.2284591692
1386	0.2284481192
1387	0.2284345387
1388	0.2284282328
1389	0.2284177237
1390	0.228403215
1391	0.2283882847
1392	0.2283882104
1393	0.2283727794
1394	0.228363168
1395	0.2283543024
1396	0.2283474645
1397	0.22833268
1398	0.2283215675
1399	0.2283099886
1400	0.2282963088
1401	0.2282829994
1402	0.2282721027
1403	0.2282584056
1404	0.2282523693
1405	0.2282417065
1406	0.2282353847
1407	0.2282224007
1408	0.2282105837
1409	0.2281969611
1410	0.228179176
1411	0.2281674979
1412	0.2281546217
1413	0.2281437251
1414	0.2281318356
1415	0.228122298
1416	0.2281108928
1417	0.2280971739
1418	0.2280802024
1419	0.2280706727
1420	0.2280592099
1421	0.2280515171
1422	0.2280381948
1423	0.2280218734
1424	0.2280115665
1425	0.2279966127
1426	0.2279870076
1427	0.2279789933
1428	0.2279687161
1429	0.2279593068
1430	0.2279499485
1431	0.2279429148
1432	0.2279316892
1433	0.2279239973
1434	0.2279114602
1435	0.2278953772
1436	0.2278872518
1437	0.2278740371
1438	0.2278606736
1439	0.2278505274
1440	0.2278357157
1441	0.2278183506
1442	0.2278065206
1443	0.2277972608
1444	0.2277868002
1445	0.2277701475
1446	0.2277546784
1447	0.2277378736
1448	0.227723905
1449	0.2277092798
1450	0.2276973232
1451	0.2276844742
1452	0.227672144
1453	0.2276644557
1454	0.2276530026
1455	0.2276428771
1456	0.2276329615
1457	0.2276264161
1458	0.2276108839
1459	0.2275992758
1460	0.2275868823
1461	0.2275727447
1462	0.2275633185
1463	0.227557114
1464	0.2275523529
1465	0.2275404352
1466	0.227526938
1467	0.2275163262
1468	0.2275004242
1469	0.2274896338
1470	0.2274764347
1471	0.2274653377
1472	0.2274552328
1473	0.2274421771
1474	0.2274349995
1475	0.2274244031
1476	0.2274121409
1477	0.2274025362
1478	0.2273933264
1479	0.2273866294
1480	0.2273734482
1481	0.2273638852
1482	0.2273477798
1483	0.2273426841
1484	0.2273293388
1485	0.2273126483
1486	0.2273024174
1487	0.227294561
1488	0.2272801959
1489	0.227263535
1490	0.2272522243
1491	0.2272369833
1492	0.2272258311
1493	0.2272130032
1494	0.22720149
1495	0.227186046
1496	0.2271700908
1497	0.2271595897
1498	0.2271554636
1499	0.2271427634
1500	0.2271349036
1501	0.2271226277
1502	0.2271069509
1503	0.2270931067
1504	0.2270796255
1505	0.2270730865
1506	0.2270585345
1507	0.227048442
1508	0.2270371835
1509	0.2270278462
1510	0.2270207375
1511	0.2270124338
1512	0.2270054372
1513	0.2269973018
